Title,Rating,Genre,Type,Episode Count,English,Romaji,漢字,Synopsis
Monkey Turn V,7.13,"Action, Drama, Sports",TV,25,Monkey Turn V,monkii taan V,モンキー ターン V,Sequel to Monkey Turn.
Monochrome Factor,7.13,"Action, Shounen Ai, Supernatural",TV,24,Monochrome Factor,monokuroomumonokuroomufuakutaa,モノクローム･ファクター,"The story revolves around high school student Akira Nikaido, a typical slacker living a normal life. That is, until he meets the mysterious Shirogane, a man who suddenly appears and tells him that they have a destiny together. When Akira hears this, he is shocked and doesn't believe a word of it. Aya, a friend of Akira, forgets something in the school one night, and asks Akira to help her and go find it. He agrees, and while there, he gets attacked by a shadow monster. Shirogane convinces him that the balance between the human world and the shadow world has been distorted and that Akira must become a ""shin""- a creature of the shadow world- in order to help restore the balance. The anime has shonen-ai themes which are completely absent from the manga.

(Source: Wikipedia)"
Monogatari Series: Second Season,8.8,"Comedy, Mystery, Romance, Supernatural, Vampire",TV,26,Monogatari Series: Second Season,<monogatari>shiriizu sekandoshiizun,〈物語〉シリーズ セカンドシーズン,"Apparitions, oddities, and gods continue to manifest around Koyomi Araragi and his close-knit group of friends: Tsubasa Hanekawa, the group's modest genius; Shinobu Oshino, the resident doughnut-loving vampire; athletic deviant Suruga Kanbaru; bite-happy spirit Mayoi Hachikuji; Koyomi's cutesy stalker Nadeko Sengoku; and Hitagi Senjougahara, Koyomi's aloof classmate.

Monogatari Series: Second Season revolves around these individuals and their struggle to overcome the darkness that is rapidly approaching. A new semester has begun and with graduation looming over Koyomi, he must quickly decide the paths he will walk, as well as the relationships and friends that he'll save. But as strange events begin to unfold, Koyomi is nowhere to be found, and a vicious tiger apparition has appeared in his absence. Hanekawa has become its target, and she must fend for herself—or bow to the creature's perspective on the feebleness of humanity."
Mononoke,8.49,"Demons, Fantasy, Historical, Horror, Mystery, Seinen, Supernatural",TV,12,Mononoke,mononokai,モノノ怪,"The ""Medicine Seller"" is a deadly and mysterious master of the occult who travels across feudal Japan in search of malevolent spirits called ""mononoke"" to slay. When he locates one of these spirits, he cannot simply kill it; he must first learn its Form, its Truth, and its Reason in order to wield the mighty Exorcism Sword and fight against it. He must begin  his strange exorcisms with intense psychological analysis and careful investigative work—an extremely dangerous step, as he must first confront and learn about the mononoke before he even has the means to defeat it.

The Medicine Seller's journey leads him to an old-fashioned inn where Shino, a pregnant woman, has finally found a place to rest. The owner has reluctantly placed her in the last vacant room; however, as she settles in, it quickly becomes clear that the room is infested by a lethal band of mononoke, the Zashiki Warashi. With his hunter's intuition, the Medicine Seller begins his investigation to discover the Form, the Truth, and the Reason before the Zashiki Warashi can kill again."
Mononoke Hime,8.81,"Action, Adventure, Fantasy",Movie,1,Princess Mononoke,Mononoke Hime,もののけ姫,"When an Emishi village is attacked by a fierce demon boar, the young prince Ashitaka puts his life at stake to defend his tribe. With its dying breath, the beast curses the prince's arm, granting him demonic powers while gradually siphoning his life away. Instructed by the village elders to travel westward for a cure, Ashitaka arrives at Tatara, the Iron Town, where he finds himself embroiled in a fierce conflict: Lady Eboshi of Tatara, promoting constant deforestation, stands against Princess San and the sacred spirits of the forest, who are furious at the destruction brought by the humans. As the opposing forces of nature and mankind begin to clash in a desperate struggle for survival, Ashitaka attempts to seek harmony between the two, all the while battling the latent demon inside of him. Princess Mononoke is a tale depicting the connection of technology and nature, while showing the path to harmony that could be achieved by mutual acceptance."
Monoshiri Daigaku: Ashita no Calendar,6.8,Historical,TV,1274,Information Dictionary: Tomorrow's calendar,Monoshiri Daigaku: Ashita no Calendar,ものしり大学　明日のカレンダー,"Another continuation of Instant History with a new title. This time it was sponsored by Kirin, a brewery company in Japan.

(Source: Cartoon Research)"
Monster,8.72,"Drama, Horror, Mystery, Police, Psychological, Seinen, Thriller",TV,74,Monster,monsutaa,モンスター,"Dr. Kenzou Tenma, an elite neurosurgeon recently engaged to his hospital director's daughter, is well on his way to ascending the hospital hierarchy. That is until one night, a seemingly small event changes Dr. Tenma's life forever. While preparing to perform surgery on someone, he gets a call from the hospital director telling him to switch patients and instead perform life-saving brain surgery on a famous performer. His fellow doctors, fiancée, and the hospital director applaud his accomplishment; but because of the switch, a poor immigrant worker is dead, causing Dr. Tenma to have a crisis of conscience.

So when a similar situation arises, Dr. Tenma stands his ground and chooses to perform surgery on the young boy Johan Liebert instead of the town's mayor. Unfortunately, this choice leads to serious ramifications for Dr. Tenma—losing his social standing being one of them. However, with the mysterious death of the director and two other doctors, Dr. Tenma's position is restored. With no evidence to convict him, he is released and goes on to attain the position of hospital director. 

Nine years later when Dr. Tenma saves the life of a criminal, his past comes back to haunt him—once again, he comes face to face with the monster he operated on. He must now embark on a quest of pursuit to make amends for the havoc spread by the one he saved."
Monster Farm: Enbanseki no Himitsu,6.91,"Action, Adventure, Comedy, Fantasy",TV,48,Monster Rancher,Monster Farm: Enbanseki no Himitsu,モンスターファーム,"Genki is a boy who loves playing video games. One day he's zapped into the world of Monster Rancher and meets the girl Holly and the monsters Mochi, Suezo, Golem, Tiger and Hare. Together, they are searching for a way to revive the Phoenix, which is the only monster capable of stopping the evil Moo.

(Source: ANN)"
Monster Farm: Legend e no Michi,6.9,"Action, Adventure, Comedy, Fantasy",TV,25,Monster Rancher (2000),monsutaafuaamu~densetsu[rejiendo]henomichi~,モンスターファーム～伝説[レジェンド]への道～,"Genki is a boy who loves playing video games. One day he's zapped into the world of Monster Rancher and meets the girl Holly and the monsters Mochi, Suezo, Golem, Tiger and Hare.

Continuing from where the original story left off, Genki and friends journey to conquer the legend cup in hopes of freeing Holly's father from the mystery disc.

(Source: AniDB)"
Montana Jones,7.1,"Adventure, Comedy",TV,52,Montana Jones,montana・joonzu,モンタナ・ジョーンズ,"Boston, 1930: Montana Jones and his cousin professor Alfred Jones travel around the world to search lost treasures in order to bring them to museums. Alfred's mentor professor Gerrit helps them by sending LPs with information. On one trip they meet Melissa, a wealthy reporter, who speaks nearly all languages. She accompanies the two on their trips. Their opponent is Lord Zero, a rich, bizarre art lover and master thief. Lord Zero has two henchmen: Slim and Slam. There is also the inventor Dr. Nitro, who invents strange engines, which to help finding treasures.

(Source: Wikipedia)"
Moonlight Mile 1st Season: Lift Off,7.27,"Adventure, Drama, Sci-Fi, Space",TV,12,Moonlight Mile 1st Season: Lift Off,muunraitomairu 1stshiizun -Lift off-,ムーンライトマイル 1stシーズン -Lift off-,"After scaling Mt. Everest, mountain climbing partners Saruwatari Gorou and ""Lostman"" Jack F. Woodbridge see the ISA Space Station, and each vows to make the trek into outerspace. When Helium 3, a new energy source, is discovered on the moon, NASA forms a new project named ""Nexus"" to harness that energy for use on earth. This is the story of the two and the paths they take to see their dream become a reality in the quest to harness the next-generation energy source.

(Source: ANN)"
Moonlight Mile 2nd Season: Touch Down,7.51,"Adventure, Drama, Sci-Fi, Space",TV,14,Moonlight Mile 2nd Season: Touch Down,muunraitomairu 2ndshiizun -Touch down-,ムーンライトマイル 2ndシーズン -Touch down-,The second season of Moonlight Mile.
Mori no Densetsu,6.69,"Adventure, Drama, Fantasy, Music",Movie,1,Legend of the Forest,Mori no Densetsu,森の伝説,"A tranquil forest and all of its residents must face the destruction of man. A squirrel, born and raised in the forrest, fights to defend his home and faces trials and adversities along the way.

(Source: ANN)"
Mori no Densetsu: Dai Ni Gakushou,6.41,Fantasy,Movie,1,Forest tree: The main tree,Mori no Densetsu: Dai Ni Gakushou,森の伝説 第二楽章,Sequel of Mori no Densetsu.
Mori no Kuma-san,3.96,Slice of Life,Movie,1,Bear in the forest,Mori no Kuma-san,森の熊さん,"The Japanese version of the traditional American camp song The Other Day I Met a Bear, composed in 1919 by Carey Morgan and Lee David. The video was animated by Yoji Kuri, accompanied by Japanese male chorus group Dark Ducks."
Mori no Ongakukai,6.13,Comedy,Movie,1,forest concert,Mori no Ongakukai,森の音楽会,"During a concert in the forest, the big bad wolf begins to annoy the other animals with his foul smoking, noisy interruptions and destruction of the grounds. The other animals band together and eject the wolf for poor manners."
Mori no Ongakutai,4.69,"Fantasy, Kids",Movie,1,forest music group,Mori no Ongakutai,もりのおんがくたい,"A puppet animation adaptation of the Grimm fairy-tale ""Town Musicians of Bremen""."
Mori no Tonto-tachi,6.23,"Fantasy, Kids",TV,23,A Christmas Adventure,Mori no Tonto-tachi,森のトントたち,"Deep in the forests of Finland live the little people, or Tontus, the elves who work all year round to keep Joulupukki (Santa Claus) supplied with toys for Christmas Eve.

(Source: ANN)"
Mori no Youki na Kobito-tachi: Belfy to Lillibit,6.56,"Adventure, Comedy, Fantasy",TV,26,The Littl' Bits,Mori no Youki na Kobito-tachi: Belfy to Lillibit,森の陽気な小人たち ベルフィーとリビット,"This family-friendly series features a community of tiny forest pixies living in a quaint, old fashioned village. Kind-hearted Belfy, adventurous Lillibit, mischievous Napoleon and tiny Chuchuna have adventures with their friends and help out those around them. With the guidance of wise village elder Ronji, competent (but not always sober) Doctor Dokkorin, authoritative Mayor Maymond and Lillibit's hardworking parents Rock and Marla, the children learn lessons about kindness, friendship, courage, hard work, perseverance, following your dreams, standing up for what's right and rising up to face life's unexpected challenges."
Morita-san wa Mukuchi.,6.63,"Comedy, School, Slice of Life",TV,13,Mr. Morita is silent.,Morita-san wa Mukuchi.,森田さんは無口。,"Morita Mayu, a high school girl. She is extremely reticent and her silence and habit of looking at people's eyes straightly sometimes cause misunderstanding. The reason behind it is not because she doesn’t like to talk nor because she has nothing to say. The reason she rarely speaks is due to the fact she thinks too much before speaking, thus losing the timing to speak altogether. But she lives a happy school life with her classmates."
Morita-san wa Mukuchi. 2,6.8,"Comedy, School, Slice of Life",TV,13,Mr. Morita is silent. 2,Morita-san wa Mukuchi. 2,森田さんは無口。２,The second season of Morita-san wa Mukuchi that directly follows the first.
Moshidora,7.01,"Drama, Sports",TV,10,If Dora,Moshidora,もしドラ,"Minami joins her High School baseball team as a team manager after finding out that her best friend Yuuki is in the hospital and can't be a team manager any more.  In order to try to fill in for Yuuki and to help out the team the best she can, she goes out to find a book on how to manage a baseball team.  

Unfortunately, she accidentally buys Peter Drucker's book called ""Management: Tasks, Responsibilities, Practices"" which is actually about how to properly manage a business.  Because she couldn't return the book, she decides to read it anyway and to try to apply the business management concepts to the baseball team so that way they can go on and win the Nationals."
Mother: Saigo no Shoujo Eve,5.97,"Adventure, Drama, Sci-Fi",Movie,1,E.Y.E.S. of Mars,Mother: Saigo no Shoujo Eve,MOTHER 最後の少女イヴ,"The future is bleak and urbanized. A government super-power holds the keys to all the doors. Hope lies in a secret organization who kidnaps ""gifted"" children and teaches them to wield their ability to view the life energy of all living things. A young girl befriends a sempai, a street rat comes to rescue her, and two parents wait helplessly to see their daughter one last time...

(Source: AniDB)"
Motion Lumine,4.71,Dementia,Movie,1,Motion Lumine,mooshon・rumine,モーション・ルミネ,Furukawa Taku film.
Motto! Ojamajo Doremi,7.29,"Comedy, Fantasy, Magic, Shoujo",TV,50,more! Ojamajo Doremi,Motto! Ojamajo Doremi,も〜っと！おジャ魔女どれみ,"After losing their magical abilities, the girls once again become witches. However, now they have to go through tests from the Witches of the Witch World. They also meet a new member from New York, Momoko."
Motto! Ojamajo Doremi: Kaeru Ishi no Himitsu,7.33,"Kids, Magic, Shoujo",Movie,1,more! Ojamajodoremi: Frog Ishi's girlfriend's secret,Motto! Ojamajo Doremi: Kaeru Ishi no Himitsu,も～っと！おジャ魔女どれみ カエル石のひみつ,"Mo~tto Ojamajo Doremi movie features the five witches Doremi, Aiko, Hazuki, Onpu, and Momoko as they visit Doremi's grandpa's home. There, they learn of the mystery of the frog stone, a magical place where magic used to mingle in the old countryside. Aiko rediscovers her love for grandpa, and Doremi learns a piece of the magical kingdom's past.

(Source: ANN)"
Mou Hitotsu no Nijiiro Toshi,4.7,Dementia,Movie,1,Another rainbow color,Mou Hitotsu no Nijiiro Toshi,もう 一つ の 虹色 とし,
Mouretsu Atarou (1990),7.1,"Comedy, Kids, Slice of Life",TV,34,Furious Ataro (1990),Mouretsu Atarou (1990),もーれつア太郎 (1990),"Batsugoro was the owner of a grocery store, Yaobatsu. When he tried to take a balloon hanged caught on the branch for a little child, he fell on to the ground to die. His son, Ataro, succeeded to the store, but Batsugoro was worried about him, and he remained there being a ghost. Ataro managed the shop alone, but soon his follower, Dekoppachi, began to help him. Being surrounded by strange characters such as, Nyarome, Butamatsu, the heart-warming story develops.

(Source: AnimeNfo)"
Mouretsu Pirates,7.24,"Sci-Fi, Space",TV,26,Bodacious Space Pirates,Mouretsu Pirates,モーレツ宇宙海賊,"Far in the future, where interstellar travel is considered commonplace, high school student Marika Katou balances her duties in the space yacht club and her job as a restaurant waitress. Following a chance encounter with a peculiar pair of customers, Marika meets them again and learns that her absent father has passed away.

During his life, he was known as the legendary pirate ""Gonzaemon."" He has left behind his infamous ship Bentenmaru and its crew exclusively for Marika to inherit. With one of the few remaining Letters of Marque that permit legal piracy, Marika must choose whether to stay as a regular student or take up a second life as a high-octane space pirate.

As Marika ponders her decision, the delicate situation attracts the eyes of various government agencies and the mysterious transfer student Chiaki Kurihara, all eager to see if the upcoming captain lives up to her father's reputation. If the crew of the Bentenmaru want to maintain their status, they will need to set sail into the vast expanse of space and once again become a name to be feared."
Mouretsu Pirates: Abyss of Hyperspace,7.26,"Sci-Fi, Space",Movie,1,Bodacious Space Pirates the Movie: Abyss of Hyperspace,mooretsuuchuukaizoku ABYSS OF HYPERSPACE -asoranoshin'en-,モーレツ宇宙海賊 ABYSS OF HYPERSPACE -亜空の深淵-,"Marika Katou, a third year student at Hakuho Girls' Academy, is a legitimate space pirate with a Letter of Marque. Between her studies, leading her school's space yacht club, working part time at Cafe Lamp, and being the captain of the space pirate ship Bentenmaru, Marika's days are very busy. One day, Marika gets a job to rob a high-class passenger ship, and she discovers that on the passenger list is Kanata Mugen, a boy who owns a ""galaxy pass"". Thus, an adventure featuring a hyperspace race between pirates and one young boy begins.

(Source: ANN)"
Mouryou no Hako,7.33,"Mystery, Seinen, Supernatural, Thriller",TV,13,box of hair amount,Mouryou no Hako,魍魎の匣,"Absent-minded schoolgirl Yoriko Kusumoto only has eyes for Kanako Yuzuki. After planning for their summer trip, their journey comes to a premature and brutal end when Kanako is found severely wounded on train tracks and Yoriko in tears on the station's platform. Shuutarou Kiba, a detective who happened to be on the train that hit the girl, takes up the investigation. However, he discovers that the mystery behind this case is intertwined with an intricate network of deceptions involving the Yuzuki family, especially its most prominent member, Youko Yuzuki—a famous actress and Kanako's sister.

Although Kanako survives after surgery, her critical state prompts Youko to entrust a doctor, Dr. Koushirou Mimasaka, to take care of the girl in an ominous, box-shaped facility in the forest where she will receive experimental treatment. But soon after, on a night where Kiba and Yoriko visit Kanako, the convalescent suddenly vanished. Now searching for her whereabouts, the burden on Kiba dramatically grows when he learns about other gruesome discoveries: limbs of young girls in boxes. 

Kiba is suggested by a colleague that the macabre findings are related not only to Kanako's disappearance but also to the truth behind her sister. As the investigation continues, the detective—enlisting the help of his partners Tatsumi Sekiguchi and Akihiko Chuuzenji—has to find a way to solve this series of crimes and find Kanako back."
Mouse and His Child,6.69,Adventure,Movie,1,Mouse and His Child,nezumitosonoko,ねずみとその子,
Mousou Dairinin,7.74,"Drama, Mystery, Police, Psychological, Supernatural, Thriller",TV,13,Paranoia Agent,Mousou Dairinin,妄想 代理人,"The infamous Shounen Bat (Lil' Slugger) is terrorizing the residents of Musashino City. Flying around on his rollerblades and beating people down with a golden baseball bat, the assailant seems impossible to catch—much less understand. His first victim, the well-known yet timid character designer Tsukiko Sagi, is suspected of orchestrating the attacks. Believed only by her anthropomorphic pink stuffed animal, Maromi, Tsukiko is just one of Shounen Bat's many victims.

As Shounen Bat continues his relentless assault on the town, detectives Keiichi Ikari and Mitsuhiro Maniwa begin to investigate the identity of the attacker. However, more and more people fall victim to the notorious golden bat, and news of the assailant begins circulating around the town. Paranoia starts to set in as chilling rumors spread amongst adults and children alike.

Will the two detectives be able to unravel the truth behind Shounen Bat, or will the paranoia get to them first?"
Mousou Kagaku Series: Wandaba Style,6.18,"Comedy, Sci-Fi",TV,12,Mousou Kagaku Series: Wandaba Style,Mousou Kagaku Series: Wandaba Style,妄想科学シリーズ ワンダバスタイル,"Genius scientist Tsukumo Susumu knows each and every single theory behind aerodynamics that exists on earth despite being only 13 years old. He wants to travel to the moon without the use of fossil fuels that power rockets. So begins his heavy research using his knowledge in the laws of physics, scientific theory and his wild imagination.

His test subjects are the unpopular idol group Mix JUICE (Himawari, Yuri, Ayame, Sakura). They come up with all sorts of crazy ideas to become the first humans to successfully hold a concert on the face of the moon. Will the four girls from Mix JUICE be able to struggle their way to the moon successfully?

(Source: AniDB)"
Moving Colors,5.67,Dementia,Movie,1,Moving Colors,ugokushoku,動く色,An animated short film produced by past students of Taku Furukawa based on colors.
Moyashimon,7.69,"Comedy, School, Supernatural",TV,11,Moyashimon,Moyashimon,もやしもん,"One could say that freshman college student Tadayasu Sawaki has a wide range of vision. He has a peculiar ability that allows him to see microorganisms with the naked eye. Sawaki can see all sorts of microbes, from the fungi that cause athlete's foot to the yeast used to make alcohol, with him perceiving his little friends as cute chibi creatures. Attending an agricultural university, his talent piques the interest of numerous professors, including Professor Itsuki, who specializes in fermentation. 

Sawaki starts school indifferent toward his ability, choosing an agricultural school in Tokyo. However, with the help of the eccentric community around him, he slowly learns to appreciate these visible microbes and his talent. The whimsical cast of professors and classmates attending the university almost makes Sawaki seem normal despite his ability."
Moyashimon Returns,7.25,"Comedy, School, Supernatural",TV,11,Moyashimon line rs,Moyashimon Returns,もやしもん リターンズ,"In the second season the story continues exactly where it left off previously. Professor Itsuki's Fermentation Cellar and laboratory is ready for operation and with Sawaki Tadayasu's unique gift to see and communicate with microbes to help, Itsuki's motley group of students begin to process different fermented products like soy sauce and sake.

(Source: ANN)"
Mu Di,6.09,Music,Movie,1,Mu Di,Mu Di,Mu Di,"The story is about a relationship between a cow herding boy with an extraordinary flute playing ability and his buffalo companion. The boy dreams that he loses the buffalo, and when the buffalo won't move from his hiding place, the boy uses a flute melody to bring him back.

(Source: Wikipedia)"
Mugen no Ryvius,7.59,"Drama, Mecha, Military, Psychological, Sci-Fi, Space",TV,26,Infinite Ryvius,mugennorivuaiasu,無限のリヴァイアス,"The year is AD 2225. Kouji Aiba and Aoi Housen are serving as astronauts in-training in Liebe Delta which is located on the edge of the Geduld Sea. When saboteurs with unknown intents suddenly strike during a routine dive procedure, the space station plummets into the Geduld, a plasma field that links all the planets like a nervous system and crushes any ship that strays too far into it. With all the adults onboard killed, the young astronauts will have to survive this long journey home in midst of the growing tension amongst each other. Meanwhile the organizers of the sabotage look on and prepare to attack once more."
Mujeokcheorin Rambot,3.36,"Action, Mecha, Shounen, Space",Movie,1,Mujeokcheorin Rambot,Mujeokcheorin Rambot,Mujeokcheorin Rambot,
Mujin Wakusei Survive,7.72,"Action, Adventure, Fantasy, Sci-Fi, Slice of Life",TV,52,uninhabited planet srviv,Mujin Wakusei Survive,無人惑星サヴァイヴ,"The story is set in the 22nd century where space travel, planet colonization and anti-gravity basketball are practically everyday things. Planet Earth has become uninhabitable, and therefore people live in colonies on the surrounding planets. On a school field trip, a mistake causes the protagonist, a young transfer student named Luna, her pet robot, and six of her classmates to be thrown through a gravity storm and crash land on a seemingly uninhabited planet. There, with Luna as their leader, the robot cat Chako, the lone wolf Kaoru, the spoiled rich boy Howard, the shy Sharla, the obedient Bell, the prideful musician Menori and the young genius Shingo must fight for their survival. But is the planet really uninhabited, or is there someone or something out there, waiting in the shadows?

(Source: Wikipedia)"
Muka Muka Paradise,6.97,"Adventure, Comedy",TV,51,Muka Muka Paradise,mukamukaparadaisu,ムカムカパラダイス,"Uiba Shikatani, the daughter of a pet shop owner, is heartbroken after some reptile eggs fail to hatch. In his attempts to cheer her up, her father brings home a large, striped egg, which he hopes will successfully hatch (unexpectedly into a green dinosaur whom they call ""Muka-Muka,"" which are the only words which the baby reptile can speak). 

Muka-Muka soon becomes the talk of the town and comes into the interest of the town's professor and his wacky inventions, including a time machine which successfully teleports the Shikatani's among other families and their homes to pre-historic times where they encounter several other dinosaurs and enchanted beings on their adventures.

(Source: ANN)"
Muku no Ki no Hanashi,4.04,Kids,Movie,1,Story of a solid wood machine,Muku no Ki no Hanashi,ムクの木の話,
Mura Matsuri,5.16,Music,Movie,1,Harvest Festival,Mura Matsuri,村祭り,"A few minutes long black and white anime which shows the traditional Japanese harvest festival, featuring a song by Eiko Hirai."
Muramasa,6.39,"Historical, Horror, Martial Arts, Samurai",Movie,1,Muramasa,muramasa,村正,"""A man with arms which can kill people like puppets is not aware that he himself has already become a puppet."" In this short hand-drawn silent animation, a wandering samurai learns this lesson firsthand.

Along his travels, the samurai comes across a straw dummy at the base of a tree, with a sword lodged in its body. Upon drawing it out, the samurai learns that the blade is imbued with magic, and immensely powerful. The power comes at a price, though, and wielding the blade begins to slowly drive the warrior mad. He now has a choice to make: remain himself, or sacrifice his sanity for ultimate power?"
Murder,5.71,"Mystery, Parody, Vampire",Movie,1,Murder,satsujin,殺人,Short animated film by acclaimed multi-talented artist Makoto Wada.
Musaigen no Phantom World,7.03,"Action, Comedy, Fantasy, Slice of Life, Supernatural",TV,13,Myriad Colors Phantom World,musaigennofuantomu・waarudo,無彩限のファントム・ワールド,"Phantoms: supernatural entities such as ghosts or youkai that, until recently, were thought to be superstition. However, when a virus that infects the brain spreads throughout society, people's perception of the world changes as the mythical beings are revealed to have been living alongside humanity the entire time. This virus has also affected those of the next generation significantly, allowing them to develop special abilities that they can use to fight against dangerous phantoms.

Haruhiko Ichijou and Mai Kawakami are two of those that were granted such power—Haruhiko wields the ability to summon and seal phantoms through drawings, while Mai imbues the power of the elements into martial arts. Together, along with the friendly phantom Ruru, they form Team E of Hosea Academy, which is dedicated to dealing with these often mischievous beings. In a world where the real and surreal intertwine, they handle the everyday troubles caused by phantoms."
Musashi no Ken,7.4,"Shounen, Sports",TV,72,Musashi's right,Musashi no Ken,六三四の剣,"Musashi no Ken is the story of a boy named Musashi who aims to be the Kendo champion.  Part of the anime is him as a child, and part is of him as an adult."
Musekinin Kanchou Tylor,7.97,"Comedy, Military, Parody, Sci-Fi, Space",TV,26,The Irresponsible Captain Tylor,Musekinin Kanchou Tylor,無責任艦長タイラー,"Justy Ueki Tylor is an average 20-year-old man: lazy, greedy, and a passionate womanizer. He plans to land an easy job with the United Planets Space Force that pays decently and is also far away from the rigorous combat raging throughout the galaxy.

However, Tylor's dreams of living a simple life are brought to a sudden halt when he stumbles into a dangerous hostage situation. Through one strange mishap after another, Tylor miraculously manages to save the hostages and is awarded command of the decrepit space-cruiser Soyokaze!

Now Tylor finds himself in charge of sending mad mercenaries, proud pilots, skeptical colleagues, and harsh commanders through the infinite expanse of the universe, all the while avoiding the looming threat of the Holy Raalgon Empire. What misadventures await the irresponsible Captain Tylor?"
Mushi-Uta,6.8,"Action, Fantasy, Sci-Fi",TV,12,Mushi-Uta,Mushi-Uta,ムシウタ,"Mushi-uta's story takes place in the near future. Ten years before the story's opening, strange insect-like creatures known as ""Mushi"" began appearing. The Mushi are able to consume peoples' dreams and thoughts in return for supernatural powers. At the end of episode one, protagonist Daisuke ""Kakkou"" Kusuriya encounters a young girl named Shiika Anmoto. The two, in time, become quite close. However, unbeknownst to Kakkou, Shiika is an escapee from a secret prison known as GARDEN where those posessed by the Mushi, known as the Mushitsuki are held. GARDEN's military force, the Special Environmental Conservation Executive Office, dispatches its finest killer to track down Shiika. However, they are faced with resistance from the Mushibane resistance organisation, led by the secretive ""Ladybird.""

(Source: ANN)"
Mushiba Tetsudou,5.45,"Adventure, Fantasy, Kids",Movie,1,tooth decay railway,Mushiba Tetsudou,虫歯鉄道-Cavity Express-,"""Brush your teeth, or the Cavity Express will come get ya!""

Dentist apprentice boy EGG, and his side-kick cavity pal C1 hops into the mechanical-biological-train ""Cavity Express"" to explore through cavity world to accomplish necessary training need to achieve yearning DOCTOR title!

Toothbrush and Toothpaste as his arsenal, Boy Egg resist against bad-nasty-cavities to rush for the ""End of the Journey Station""!!!

Cavity Express is one of a kind, fantasy adventure animation!

(Source: AniDB)"
Mushibugyou,7.47,"Action, Fantasy, Historical, Martial Arts, Samurai, Shounen, Super Power",TV,26,Mushibugyo,Mushibugyou,ムシブギョー 蟲奉行,"A menace of huge monster-like insects is plaguing the land of Edo. Too powerful to be subdued by ordinary folks, the creatures are hunted by the Insect Magistrates—a group of warriors who specialize in various secret arts and combat styles. To bolster their strength, they summon Genjuurou Tsukishima, the master swordsman from the Tsugaru Province.

Due to an unfortunate incident, however, Genjuurou is incapable of answering the call and sends his son, Jinbee, to serve in his stead. Determined to atone for the incident caused by his own cowardice, Jinbee agrees to travel to Edo and join the Insect Magistrates. Armed with his fiery spirit and unwavering resolve, Jinbee vows to become a stronger samurai and rid Edo of the insect threat once and for all."
Mushishi,8.78,"Adventure, Fantasy, Historical, Mystery, Seinen, Slice of Life, Supernatural",TV,26,Mushi-Shi,mushishi,蟲師,"""Mushi"": the most basic forms of life in the world. They exist without any goals or purposes aside from simply ""being."" They are beyond the shackles of the words ""good"" and ""evil."" Mushi can exist in countless forms and are capable of mimicking things from the natural world such as plants, diseases, and even phenomena like rainbows.

This is, however, just a vague definition of these entities that inhabit the vibrant world of Mushishi, as to even call them a form of life would be an oversimplification. Detailed information on Mushi is scarce because the majority of humans are unaware of their existence.

So what are Mushi and why do they exist? This is the question that a ""Mushishi,"" Ginko, ponders constantly. Mushishi are those who research Mushi in hopes of understanding their place in the world's hierarchy of life.

Ginko chases rumors of occurrences that could be tied to Mushi, all for the sake of finding an answer.

It could, after all, lead to the meaning of life itself."
Mushishi Zoku Shou,8.8,"Adventure, Fantasy, Historical, Mystery, Seinen, Slice of Life, Supernatural",TV,10,Mushi-shi: Next Passage Part 1,Mushishi Zoku Shou,蟲師 続章,"Perceived as strange and feared by man, over time the misshapen ones came to be known as Mushi. Although they harbor no ill intentions towards humans, many suffer from the side effects of their existence and strange nature; exploiting the Mushi without understanding them, even unintentionally, can lead to disaster and strife for any involved. Mushishi Zoku Shou continues the story of Mushishi Ginko on his journey to help the visible world to coexist with the Mushi.

During his travels, Ginko discovers various gifted individuals—those cursed by circumstance and those maintaining a fragile symbiosis with the Mushi—inevitably confronting the question of whether humanity, talented and tortured alike, can manage the responsibility of the unseen. Moreover, as a Mushishi, Ginko must learn more about these strange beings and decide if he has the right to interfere with the complex relationships between Mushi and mankind."
Mushishi Zoku Shou 2nd Season,8.88,"Adventure, Fantasy, Historical, Mystery, Seinen, Slice of Life, Supernatural",TV,10,Mushi-shi: Next Passage Part 2,Mushishi Zoku Shou 2nd Season,蟲師 続章,"Ghostly, primordial beings known as Mushi continue to cause mysterious changes in the lives of humans. The travelling Mushishi, Ginko, persists in trying to set right the strange and unsettling situations he encounters. Time loops, living shadows, and telepathy are among the overt effects of interference from Mushi, but more subtle symptoms that take years to be noticed also rouse Ginko's concern as he passes from village to village.

Through circumstance, Ginko has become an arbiter, determining which Mushi are blessings and which are curses. But the lines that he seeks to draw are subjective. Some of his patients would rather exercise their new powers until they are utterly consumed by them; others desperately strive to rid themselves of afflictions which are in fact protecting their lives from devastation. Those who cross paths with Mushi must learn to accept seemingly impossible consequences for their actions, and heal wounds they did not know they had. Otherwise, they risk meeting with fates beyond their comprehension."
